Graph,NumThreads,Time,NumColors,
europe_osm.mtx,2,1.57218,5
europe_osm.mtx,4,1.01007,5
europe_osm.mtx,8,0.661664,5
europe_osm.mtx,16,0.644837,5
europe_osm.mtx,1,0.817035,5
europe_osm.mtx,2,1.07989,5
europe_osm.mtx,4,0.751371,5
europe_osm.mtx,8,0.683453,5
europe_osm.mtx,16,0.484964,5
wiki-topcats.mtx,1,0.124568,61
wiki-topcats.mtx,2,0.203183,61
wiki-topcats.mtx,4,0.284538,60
wiki-topcats.mtx,8,0.158048,60
wiki-topcats.mtx,16,0.113792,63
wiki-topcats.mtx,1,0.124296,61
wiki-topcats.mtx,2,0.310253,59
wiki-topcats.mtx,4,0.172569,60
wiki-topcats.mtx,8,0.116725,61
wiki-topcats.mtx,16,0.0812248,65
wiki-topcats.mtx,1,0.122933,61
wiki-topcats.mtx,2,0.238802,60
wiki-topcats.mtx,4,0.270644,62
wiki-topcats.mtx,8,0.153579,61
wiki-topcats.mtx,16,0.125871,63
wiki-topcats.mtx,1,0.128333,61
wiki-topcats.mtx,2,0.567511,60
wiki-topcats.mtx,4,0.300564,61
wiki-topcats.mtx,8,0.164318,60
wiki-topcats.mtx,16,0.140709,62
wiki-topcats.mtx,1,0.134169,61
wiki-topcats.mtx,2,0.541101,59
wiki-topcats.mtx,4,0.338609,59
wiki-topcats.mtx,8,0.190441,61
wiki-topcats.mtx,16,0.121855,60
wiki-topcats.mtx,1,0.404181,61
wiki-topcats.mtx,2,0.293415,60
wiki-topcats.mtx,4,0.296997,61
wiki-topcats.mtx,8,0.17929,60
wiki-topcats.mtx,16,0.134313,64
wiki-topcats.mtx,1,0.25407,61
wiki-topcats.mtx,2,0.501639,59
wiki-topcats.mtx,4,0.326601,60
wiki-topcats.mtx,8,0.171204,61
wiki-topcats.mtx,16,0.11393,61
wiki-topcats.mtx,1,0.152476,61
wiki-topcats.mtx,2,0.408629,58
wiki-topcats.mtx,4,0.29561,60
wiki-topcats.mtx,8,0.156826,61
wiki-topcats.mtx,16,0.13323,63
wiki-topcats.mtx,1,0.124135,61
wiki-topcats.mtx,2,0.229015,61
wiki-topcats.mtx,4,0.212849,60
wiki-topcats.mtx,8,0.121513,62
wiki-topcats.mtx,16,0.0941068,63
wiki-topcats.mtx,1,0.125972,61
wiki-topcats.mtx,2,0.24691,60
wiki-topcats.mtx,4,0.247507,60
wiki-topcats.mtx,8,0.142734,61
wiki-topcats.mtx,16,0.13855,62
